"","lon","lat","bio1","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9"
"60",33.4131008589702,-4.7070322233349,231,248,217,814,169,0,91,428,1,115,30,118,68,1139,320,148,172,229,218
"61",-0.614880023436175,8.12905309655639,279,297,263,1213,222,5,71,530,25,176,530,111,68,1297,366,203,163,263,283
"62",13.1574747603781,1.05788332275192,234,242,221,1634,293,24,57,665,138,572,138,99,79,863,299,174,125,235,221
"63",32.8065999516949,-0.0792632660076364,215,220,206,1660,247,73,41,663,239,395,254,103,84,524,276,154,122,218,207
"64",-5.35946190694217,10.0804942138945,268,289,254,1160,286,3,92,681,19,211,681,120,64,1486,360,173,187,254,263
"65",24.1629172597489,5.62837490955275,244,254,238,1649,242,11,63,710,59,393,692,123,74,701,328,163,165,240,242
"66",21.313057856232,3.87912963675739,241,249,233,1694,231,39,44,587,153,462,196,112,77,605,313,168,145,241,237
"67",-3.96108976224991,8.8698812420015,269,287,252,1100,212,6,69,503,42,189,503,113,68,1318,355,191,164,252,270
"68",27.0555980178354,1.21745258073407,245,251,237,1921,225,73,32,623,248,583,512,106,84,572,311,186,125,242,246
"69",31.7634324072591,-0.968636399262778,210,214,204,1580,287,37,57,730,146,590,146,110,84,396,272,142,130,212,204
"70",14.6098915987039,0.549895511246021,242,251,230,1660,272,27,48,639,149,529,149,102,80,776,308,181,127,241,230
"71",34.7974056846901,2.41013482379725,211,221,200,794,124,12,54,305,65,105,285,130,82,786,296,138,158,202,218
"72",10.6421039677106,0.636242832511247,227,235,214,2211,387,5,63,911,64,726,64,90,75,870,287,168,119,228,214
"73",0.764427033476579,11.0705759190545,285,310,263,940,237,0,105,607,2,142,607,132,66,1817,391,192,199,263,283
"74",2.50986367169888,11.2381646536853,277,310,258,975,267,0,110,648,3,140,3,133,60,2145,388,167,221,259,258
"75",39.0177596579745,-3.29364247503858,250,265,231,670,123,17,61,276,58,205,76,100,69,1376,325,182,143,254,231
"76",16.3974852387689,-8.67676530761811,218,226,199,1248,224,0,76,523,9,482,9,141,70,1133,299,99,200,223,199
"77",14.1268650548409,10.3714295328267,278,309,258,838,246,0,119,590,0,99,590,134,63,2065,394,182,212,258,264
"78",31.6116979017845,0.122629032477569,216,223,209,934,131,32,42,327,119,198,119,111,82,518,285,151,134,215,209
"79",36.8510021046846,-2.2751322140423,205,218,185,553,130,1,83,264,6,263,9,118,72,1291,291,128,163,213,188
"80",-2.49667100760293,12.2387826167142,281,313,259,779,222,0,114,537,3,98,4,142,61,2168,392,162,230,267,260
"81",7.2441972677542,9.41783796462194,256,278,240,1354,281,1,93,793,10,246,793,118,63,1528,353,167,186,240,254
"82",18.9205117417954,3.69823488589747,252,259,247,1684,218,35,45,631,130,450,205,107,79,523,322,188,134,249,250
"83",8.58401106064175,4.48505828797312,261,270,251,3292,456,69,46,1270,277,632,1270,81,79,694,318,216,102,251,264
"84",18.3283584559998,1.61784737492084,252,260,244,1749,207,62,31,588,224,395,521,104,82,597,322,196,126,246,254
"85",20.9202086469221,-13.9580971226729,198,218,161,1050,224,0,101,611,0,366,0,170,66,2421,307,51,256,217,161
"86",-1.07068534462203,8.01854138826679,277,295,261,1203,211,5,68,481,27,204,479,109,69,1276,363,207,156,265,282
"87",33.1045676806779,1.5158988751262,239,252,227,1283,194,24,47,458,124,169,312,125,78,942,330,171,159,241,250
"88",36.3801292685496,-0.534626624943595,162,171,151,706,119,26,41,263,107,209,163,157,81,783,265,72,193,170,165
"89",29.4077827890288,1.81704095391262,236,244,228,1574,181,57,31,503,201,375,503,118,83,575,312,171,141,228,240
"90",15.7522164986845,-1.10262519851122,254,260,248,1720,248,23,44,618,129,513,129,95,82,483,313,198,115,251,248
"91",6.98964854819427,16.5406739095374,280,325,218,175,78,0,164,154,0,20,0,152,53,4200,409,123,286,302,237
"92",20.6834606944975,15.6085651839275,291,326,245,132,68,0,165,117,0,14,0,153,60,3047,410,156,254,301,261
"93",-12.6467269268981,7.58503278685661,265,277,251,3572,779,9,92,2094,62,399,2094,69,71,943,321,225,96,251,271
"94",21.9778348535036,-10.2534170094415,228,240,210,1351,242,0,85,674,3,310,7,156,70,1176,331,111,220,231,212
"95",13.1438772110466,1.16403787639586,237,246,224,1616,290,25,57,661,143,563,143,100,78,874,303,176,127,237,224
"96",37.2990772212525,-1.93858107105149,201,215,181,792,177,3,88,350,15,331,20,124,73,1287,288,120,168,210,184
"97",-2.25581053668592,10.5842865947163,278,302,259,995,258,1,97,594,6,91,594,121,65,1671,374,188,186,259,276
"98",33.7011537490511,-1.12432345844546,228,232,220,1049,189,29,58,480,97,290,98,109,85,463,289,162,127,229,222
"99",7.63205707610524,6.66846151025299,265,283,248,1638,291,9,72,728,40,217,728,92,70,1309,337,206,131,248,271
"100",10.4252145927808,0.931754283419668,220,228,208,2373,404,6,59,930,93,778,221,87,76,818,278,164,114,218,208
"101",37.2828792168064,-5.94451888703865,205,222,182,880,159,8,71,401,39,358,39,127,72,1630,288,113,175,218,182
"102",19.5390391246864,15.0582036777886,296,334,251,152,74,0,168,134,0,17,0,152,58,3075,417,159,258,303,268
"103",33.2333617097335,-8.80694111012992,205,221,185,1413,294,1,99,789,6,390,6,114,66,1381,289,117,172,210,185
"104",-14.013081098952,11.0465712582307,266,288,253,2384,676,0,114,1639,1,110,1639,147,63,1478,379,149,230,253,267
"105",37.9428006034474,-0.855038472119297,224,236,206,746,252,0,118,402,3,283,3,154,80,1136,321,130,191,229,206
"106",8.14360764178528,10.773915528329,249,276,231,1128,289,0,108,743,1,172,2,130,61,1804,353,141,212,237,233
"107",11.9202377932041,2.78104347018982,234,241,225,1688,283,42,54,666,148,418,312,93,82,637,294,181,113,231,237
"108",14.6532044112885,11.2141721498527,281,313,258,680,220,0,130,519,0,52,0,144,60,2258,403,164,239,266,274
"109",1.84769376939548,8.64927859555149,268,287,248,1110,199,5,78,568,18,152,568,118,69,1422,361,192,169,248,270
"110",15.346890501066,-8.95865787019919,220,232,199,1100,208,0,83,524,3,439,3,115,70,1332,287,123,164,232,199
"111",33.7466209492099,0.3620729323132,221,227,212,1361,214,61,39,505,218,291,218,119,85,563,295,156,139,224,212
"112",2.2701325745658,9.30414517696847,270,289,251,1137,238,2,89,656,11,117,656,127,67,1423,372,184,188,251,270
"113",37.8018219396409,1.1370289996004,240,250,231,477,134,2,107,227,6,205,6,161,86,742,337,151,186,248,231
"114",2.46842486254342,6.86901651130206,275,291,257,1118,194,6,63,496,48,236,328,93,71,1322,348,218,130,277,285
"115",-3.48512942404063,5.19406071811438,264,277,248,1973,554,28,84,1059,164,323,336,75,70,1092,322,216,106,260,270
"116",36.7140251227982,-8.33855192331425,247,266,220,1459,339,7,97,862,27,433,33,70,53,1765,308,176,132,255,226
"117",-4.54260896877436,5.45987668238481,266,278,250,1593,422,19,79,795,130,308,264,78,70,1052,325,214,111,271,271
"118",-14.4761399159237,10.9051664387129,289,313,276,2722,876,0,125,1980,0,80,1980,145,63,1574,402,172,230,276,290
"119",-7.59035918043361,6.14094576471993,258,271,246,1784,321,21,57,702,120,361,603,102,73,949,332,194,138,250,260
"120",-9.02594582677866,7.19423629700817,253,257,248,2097,408,18,59,896,119,759,896,138,74,547,348,162,186,248,250
"121",28.7716813464622,-0.663165437462862,175,179,171,1592,170,77,23,477,294,468,294,110,90,307,236,115,121,173,171
"122",32.1326824340199,1.68193037871611,232,243,221,1180,161,32,41,406,131,170,353,122,81,816,316,166,150,223,240
"123",18.1695216882895,-0.945961934828834,253,259,246,1854,221,67,29,608,284,495,415,87,84,525,306,203,103,249,246
"124",3.31356390351252,7.20018088581154,273,288,255,1214,192,12,60,511,53,258,398,91,72,1259,343,218,125,266,280
"125",23.4468678029573,12.3370712940741,236,265,205,644,213,0,134,500,0,119,0,193,64,2253,369,72,297,235,207
"126",16.276181195858,-8.60923111959531,214,223,195,1263,231,0,77,533,7,490,7,138,70,1179,293,97,196,221,195
"127",7.03622502569485,13.086811224173,268,309,228,541,188,0,138,432,0,99,0,144,55,3089,391,130,261,266,249
"128",16.0548865229904,-8.48347823688561,209,218,188,1228,233,0,79,530,3,463,3,133,71,1251,282,95,187,216,188
"129",30.1253881485593,3.53474864345724,242,254,230,1538,218,22,52,596,87,151,583,121,79,972,327,174,153,232,250
"130",3.36218542870324,11.4984352783774,283,319,260,957,273,0,115,650,1,122,3,129,58,2380,392,171,221,265,266
"131",18.8176205162935,-10.3035503960468,210,219,196,1384,236,0,76,615,5,420,19,141,68,1000,306,101,205,213,197
"132",34.3504976992703,4.65689843793678,271,285,259,478,79,7,46,183,50,84,131,120,78,972,356,204,152,276,279
"133",-6.11277731064559,9.38431983329247,264,284,249,1326,291,4,84,747,29,146,747,119,64,1357,361,176,185,249,264
"134",10.4139471966557,6.42684820291226,212,225,199,1975,360,7,74,994,43,285,994,108,72,970,296,148,148,199,219
"135",19.2250039705088,12.1316957146322,289,324,267,678,233,0,134,523,0,45,0,149,61,2404,409,167,242,271,267
"136",-10.0280639187189,6.89514306889745,262,268,249,2348,431,24,59,1018,142,389,1018,111,82,853,332,197,135,249,263
"137",2.26515684789549,7.89690115697789,275,293,256,1145,182,6,68,502,30,205,502,112,73,1392,365,212,153,256,279
"138",0.6596426605415,12.0463453991982,280,313,259,801,223,0,114,551,1,103,2,136,61,2177,389,168,221,264,262
"139",30.0310552725282,-5.19702640020918,230,237,222,1006,169,1,80,448,6,212,6,99,70,665,296,155,141,228,222
"140",28.6575197722774,-5.39161924920046,232,237,221,1163,178,3,67,495,23,306,23,99,70,705,293,153,140,231,221
"141",36.9553292529482,-0.973467401991442,187,199,170,1161,262,26,78,590,86,426,104,136,78,1104,279,106,173,196,172
"142",35.1824161386611,-10.2430950232766,223,242,194,1140,252,1,102,691,4,464,4,101,60,1973,302,134,168,238,194
"143",9.73153212226776,-0.257346267653769,258,267,241,2317,433,2,70,1002,18,806,18,71,68,1034,309,205,104,260,241
"144",18.3462724544086,-0.971720838121055,252,258,246,1886,217,68,28,617,291,493,418,88,85,510,306,203,103,249,246
"145",3.85332266256434,12.8499848646699,289,324,259,534,171,0,131,407,0,36,0,135,57,2561,404,171,233,278,259
"146",10.7890698065391,1.91365348137686,236,244,225,2038,351,24,57,840,207,590,322,88,78,743,295,183,112,233,226
"147",8.45162319722969,5.64281239702504,254,266,242,2393,362,18,65,1036,89,347,1036,89,78,879,319,205,114,242,257
"148",0.958059436835441,11.2091235521305,283,309,263,890,229,0,107,589,1,130,589,133,66,1776,390,189,201,263,280
"149",34.5815167370435,0.872865524539481,167,176,159,1688,234,45,41,596,180,238,494,143,86,656,257,92,165,167,173
"150",20.0595903656569,15.3994803398329,294,330,248,135,68,0,166,119,0,15,0,152,59,3041,414,159,255,303,264
"151",15.8871759311268,2.46288961370431,248,255,241,1618,222,40,41,590,165,355,493,105,79,579,316,184,132,243,248
"152",18.8506654348107,5.08230061748783,255,266,246,1501,233,15,59,642,72,236,642,128,73,816,346,173,173,246,256
"153",28.6228005357638,-7.62808536158257,218,229,203,1060,205,0,84,533,3,231,22,112,66,1028,294,126,168,220,204
"154",31.0120312406878,2.50013053954677,230,242,216,1138,160,18,49,457,79,116,457,117,71,1089,312,149,163,216,237
"155",35.1169947090185,-3.1947748825152,189,199,168,837,170,1,85,430,9,395,11,102,70,1280,259,114,145,199,173
"156",27.8415030882917,-2.15171617204049,231,232,226,1765,207,60,34,598,216,508,216,111,86,296,294,166,128,230,226
"157",13.4231032593808,4.29825662172726,234,243,226,1545,276,27,58,622,96,467,385,99,79,689,300,175,125,228,233
"158",8.84814745664616,10.1908743350628,237,262,224,1256,291,0,104,792,2,226,4,124,63,1619,335,141,194,224,225
"159",33.0095015498327,-2.23296213007572,227,232,220,1192,193,12,61,472,56,298,56,101,77,492,286,156,130,229,220
"160",13.552107545931,6.99989964429794,218,230,210,1563,283,1,82,805,7,373,805,127,69,844,308,126,182,210,215
"161",8.1164376874858,11.0566513448877,248,276,228,1051,281,0,112,709,1,151,1,132,60,1917,355,137,218,237,228
"162",32.9510138553224,3.31676906668781,243,259,229,1172,177,11,56,468,60,99,455,139,75,1146,345,162,183,230,252
"163",-12.3806855596228,9.91551017143649,276,297,259,2233,495,3,92,1293,18,261,1293,112,62,1459,375,195,180,259,275
"164",25.5813439800729,-10.5544145203941,207,223,183,1136,211,0,90,586,2,290,5,132,62,1609,303,93,210,215,183
"165",28.3900120178302,-6.00707522269609,230,236,218,1136,193,2,72,522,14,309,14,105,70,804,295,145,150,231,218
"166",9.04614753664124,-0.723993842395313,258,271,238,2030,363,1,71,843,9,757,9,63,62,1267,308,207,101,264,238
"167",15.7476997791054,-13.8318036231093,195,214,165,1108,228,0,91,573,0,218,10,145,62,1950,299,68,231,205,167
"168",1.47804928362827,12.8187182762806,286,319,257,606,181,0,127,450,0,48,0,141,58,2518,401,160,241,274,257
"169",16.229975393626,-12.5558684296359,185,199,160,1293,250,0,85,655,2,322,18,132,61,1544,284,70,214,191,164
"170",19.6160877679294,-10.061613347273,209,217,196,1375,234,0,76,614,9,203,18,146,71,896,307,102,205,210,197
"171",36.594693034763,-6.62476650140613,227,241,207,611,120,2,95,340,6,254,8,128,71,1415,311,133,178,240,210
"172",14.11272622138,8.16725752075979,262,288,248,1277,275,0,97,772,0,223,4,128,61,1700,364,157,207,250,250
"173",6.96279821848587,4.96539596980197,263,273,252,2378,385,26,62,1053,115,368,1053,83,77,782,322,215,107,252,267
"174",34.8452679943278,-0.490428254931281,204,212,194,1615,236,74,33,599,278,333,350,154,86,681,297,119,178,208,209
"175",10.2518763712454,3.07661659605203,258,267,245,2454,431,57,59,1033,198,315,685,70,72,892,309,213,96,253,265
"176",-1.23828836541513,10.4904180440803,281,306,260,1015,249,1,97,612,7,85,612,118,63,1793,380,193,187,260,281
"177",-9.49550390387347,6.48808121599262,254,261,243,2291,424,27,59,936,139,543,913,114,82,744,329,190,139,248,254
"178",13.3238438977247,-14.9484917188673,158,173,131,859,182,0,87,445,1,180,11,131,65,1759,250,51,199,168,133
"179",35.9419747327245,-3.84231816439089,220,233,195,685,172,1,91,359,6,359,7,117,71,1548,300,136,164,233,201
"180",28.9901748311007,2.89272695526123,243,252,231,1778,213,47,40,609,159,239,597,115,80,835,322,179,143,234,250
"181",34.0232215341285,3.28323243476581,224,238,211,766,124,8,62,341,47,75,341,120,78,987,310,157,153,211,233
"182",28.5323805880362,-9.0884697582922,233,249,212,1021,185,0,85,491,0,208,16,122,62,1442,321,127,194,237,212
"183",2.98654984931201,12.4161157100028,290,326,262,643,193,0,122,461,0,60,1,133,57,2526,403,173,230,276,263
"184",22.0577900518326,-5.82850433183149,248,252,244,1645,229,19,50,619,102,495,102,110,79,345,315,176,139,245,244
"185",12.5517334496311,3.22511850418142,236,243,229,1626,285,30,57,652,114,364,425,95,84,573,298,185,113,234,238
"186",-0.854974734190304,10.0644717444925,283,307,262,1039,216,1,91,599,9,95,599,117,64,1699,379,197,182,262,285
"187",35.2421713104674,-0.260680398234722,188,196,180,1595,231,72,31,571,271,321,391,155,87,617,283,106,177,191,194
"188",9.50064642581644,4.36692514981597,262,271,249,3043,525,31,66,1454,135,456,1454,78,76,867,320,218,102,249,268
"189",34.3505763434377,-1.2115629456949,208,215,199,1410,226,42,43,547,182,327,182,129,86,603,283,133,150,211,199
"190",16.7328102806817,3.27524865270965,242,250,237,1628,219,29,47,624,122,434,577,109,78,554,313,174,139,239,241
"191",37.5271018891549,-6.40013222173913,253,271,229,958,195,9,76,464,38,343,38,118,70,1676,331,164,167,266,229
"192",-4.94549284729481,9.40669751186493,262,281,247,1170,222,4,77,609,34,153,609,115,65,1356,349,173,176,247,260
"193",29.1103088311244,-5.19479814870073,185,190,177,1399,227,3,71,587,20,151,20,96,70,612,248,112,136,183,177
"194",14.1173442667575,-9.83944828128424,243,262,215,745,206,0,106,449,0,449,0,79,58,1906,303,168,135,262,215
"195",12.5586294001867,6.82363976526895,229,240,220,1655,278,2,78,826,13,202,826,121,70,793,315,143,172,220,227
"196",20.5318901444237,15.9015707702909,290,326,242,107,57,0,183,96,0,10,0,153,59,3167,411,155,256,304,258
"197",15.2859493670516,1.96474347359421,251,259,242,1552,224,58,41,584,212,402,404,102,80,681,317,191,126,249,252
"198",15.0045807005559,-16.2367851566594,230,258,188,659,150,0,106,430,0,171,0,159,60,2803,344,83,261,246,188
"199",9.24623327900461,5.98134144650537,267,279,256,2501,395,16,69,1117,86,343,1112,97,71,878,339,204,135,259,267
"200",9.86853733713816,6.33356320678998,253,267,241,2081,362,10,73,959,46,273,959,103,71,963,333,188,145,241,257
"201",14.4500991002658,-8.78852202814663,239,255,216,980,266,2,101,555,7,555,12,92,66,1496,301,162,139,255,220
"202",29.1826785818072,-0.397976249407705,150,155,147,1448,173,62,27,455,246,455,246,108,90,334,210,91,119,155,147
"203",2.21558083014637,8.1727521967401,274,292,254,1041,166,4,72,481,18,168,481,114,71,1405,365,205,160,254,277
"204",-9.5620282839483,8.05095017521318,239,245,233,2505,432,22,62,1159,136,396,989,147,74,598,341,144,197,234,238
"205",16.306967774995,12.7638507168135,296,334,258,409,158,0,144,342,0,56,0,158,57,2884,423,150,273,290,277
"206",38.7443626799519,-5.70929184411069,270,287,251,1027,160,35,45,420,129,251,138,102,69,1420,345,198,147,277,252
"207",15.0531678699468,-14.791676038328,210,235,169,869,205,0,97,500,0,289,0,149,60,2722,318,70,248,226,169
"208",18.3537215673563,3.39607093814985,243,250,238,1736,232,34,45,658,137,461,206,107,78,495,314,178,136,240,241
"209",3.09684755935727,7.18111609148962,269,285,251,1178,179,10,60,486,55,253,387,95,72,1295,343,212,131,261,277
"210",-11.5971463315859,7.02668452569013,270,282,259,4050,865,24,85,2164,111,540,2139,85,74,880,335,221,114,261,277
"211",1.57643380375643,7.33399149613914,270,285,253,970,132,8,61,379,38,206,373,104,73,1226,352,211,141,263,277
"212",-8.35403780364342,5.95491095466193,262,273,252,2283,374,37,52,843,195,445,720,106,74,835,337,195,142,257,261
"213",21.7558617182203,17.6162017658518,252,288,201,63,39,0,182,58,0,19,0,156,60,3398,377,118,259,274,215
"214",37.2542035532513,0.911290431495257,215,224,207,715,184,7,90,356,24,300,24,172,88,682,317,123,194,223,207
"215",-0.45337131333525,7.36691055480182,268,283,253,1319,194,12,59,504,61,249,461,108,72,1114,349,199,150,263,272
"216",18.2820993580578,0.452337777716025,253,260,246,1704,212,87,27,582,313,414,418,97,85,548,314,201,113,250,256
"217",32.7712339825575,16.3843144380821,292,333,233,91,47,0,176,86,0,29,0,151,55,3939,417,146,271,319,245
"218",34.430668978572,-1.05714584709366,211,218,202,1375,229,41,45,538,190,283,190,137,86,623,291,132,159,214,202
"219",21.0896473423174,17.2641985378988,276,312,224,60,37,0,173,55,0,19,0,153,59,3441,399,143,256,298,239
"220",37.0030955976528,-2.6050422786763,213,229,192,614,140,3,79,290,13,188,18,120,71,1437,304,137,167,221,195
"221",7.52342969742309,11.3816580613337,248,283,226,1042,278,0,112,701,1,153,1,133,59,2260,357,135,222,237,226
"222",31.8675169831669,18.9790416653816,284,339,206,18,10,0,160,18,0,17,0,167,52,5370,430,114,316,337,219
"223",28.5831860944107,-3.11104400328739,174,177,169,1799,235,20,52,658,99,316,189,97,80,356,234,113,121,175,169
"224",35.3156291535493,1.93953839510201,208,216,199,676,106,13,52,248,62,182,230,140,84,646,295,130,165,207,211
"225",0.124093541446928,12.2827754729796,281,314,259,737,222,0,122,536,1,72,2,137,60,2257,393,168,225,265,261
"226",15.3582591821708,-8.3107426923287,210,222,190,1189,204,0,80,560,1,516,1,118,71,1261,277,112,165,221,190
"227",15.0056128304186,3.37752273074135,238,245,232,1608,241,25,45,594,140,503,448,108,81,518,305,173,132,237,236
"228",-12.2050163276869,12.1681153334641,272,306,251,1329,345,0,115,919,1,77,13,129,58,2205,384,162,222,258,273
"229",10.3090996498678,2.74350929007288,248,255,236,2364,423,60,59,1008,223,339,586,75,75,786,300,201,99,244,254
"230",10.4828236360112,-2.78342739670264,250,264,230,1743,337,1,73,750,10,639,10,95,66,1315,320,178,142,257,230
"231",14.4575174358594,-11.4817363455066,237,253,209,971,226,0,91,495,1,495,1,101,65,1762,301,146,155,253,209
"232",0.448643883419049,8.87125813487158,275,295,257,1237,243,5,77,612,27,151,612,118,67,1410,368,193,175,257,280
"233",-12.8835934986742,9.80317908988216,229,249,211,2529,642,5,100,1594,23,91,1594,95,63,1456,317,167,150,211,231
"234",35.1935534589661,-2.60184140159546,187,198,171,733,123,9,68,342,34,313,38,108,73,1079,259,113,146,197,174
