"","lon","lat","bio_1","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9"
"209",-97.9722827889066,26.3869845627776,229,290,154,628,120,17,52,244,87,185,99,116,42,5315,355,85,270,269,168
"210",-97.930273449328,25.0675244684423,235,291,165,631,120,21,49,262,99,148,115,120,45,4989,355,91,264,272,179
"211",-97.9495671698078,24.5446482691899,237,290,171,681,141,19,54,273,88,193,114,122,47,4671,352,97,255,286,213
"212",-97.633589719681,27.2406101460106,224,288,147,669,123,18,50,268,97,195,108,103,39,5491,342,83,259,267,161
"213",-98.12955029868,23.3843663135631,237,279,183,963,202,15,78,467,65,439,77,113,51,3858,335,116,219,276,194
"214",-98.0818523722252,27.7052366109836,222,291,143,675,124,26,49,262,99,187,102,127,43,5781,361,69,292,267,158
"215",-98.3377176938204,23.8469814560228,241,288,183,662,135,13,62,292,63,247,87,131,52,4222,353,105,248,284,222
"216",-97.7471537493487,27.5066749119694,223,289,146,694,120,23,46,274,105,206,113,110,40,5595,348,79,269,267,160
"217",-98.1194606739172,26.2811720890683,231,291,155,589,108,15,51,224,80,172,94,117,43,5316,357,87,270,271,170
"218",-98.9650918118013,29.7568711791631,190,269,102,771,101,38,32,253,131,205,131,133,41,6549,342,25,317,228,102
"219",-98.6608488738819,29.2619386869018,209,288,121,671,93,32,37,225,109,165,114,128,41,6515,358,46,312,259,131
"220",-97.3407271869968,29.9400161017446,198,280,106,919,122,45,32,298,173,204,180,127,39,6748,354,32,322,235,122
"221",-97.1312855385295,29.9289880498799,198,279,106,955,125,50,30,303,185,212,195,127,39,6697,353,32,321,235,122
"222",-95.6103255247429,29.5623708224148,203,278,116,1144,137,65,22,340,209,327,239,109,38,6302,338,52,286,275,164
"223",-98.0433375962469,30.3260848653216,193,278,99,818,114,44,33,275,152,187,152,128,39,6975,350,23,327,232,115
"224",-99.284968807331,23.8171400330437,220,265,164,710,149,13,71,315,53,273,57,139,55,4063,334,84,250,260,178
"225",-101.073559214523,29.4906123008735,211,293,117,390,100,8,74,172,28,89,41,134,41,6910,361,36,325,261,124
"226",-100.318160367184,24.711410516278,168,200,129,366,45,14,34,121,52,121,66,160,65,2798,285,42,243,200,137
"227",-99.1694750926113,25.1921583228663,234,298,156,671,151,16,73,310,53,229,53,137,45,5590,372,74,298,273,163
"228",-100.554656518984,24.8364512545314,165,201,121,422,57,16,42,159,57,158,66,161,63,3206,288,36,252,195,129
"229",-97.8204214776653,28.6782708519931,212,285,127,754,112,30,37,250,122,206,130,128,41,6131,357,51,306,260,142
"230",-97.5423171733329,28.6568792548915,215,286,132,835,122,33,36,276,132,240,143,126,42,5987,355,57,298,261,147
"231",-99.8769249722688,30.1362754187952,176,259,83,662,86,26,38,227,92,208,92,146,43,6863,335,-3,338,226,93
"232",-98.8180557863465,27.7793300154558,220,293,131,565,98,22,48,212,79,161,81,139,43,6295,368,52,316,266,149
"233",-96.6575628304026,29.1961917257182,205,281,120,1022,128,55,28,318,188,265,199,118,39,6263,347,50,297,266,134
"234",-98.8647575992397,28.4645759364497,215,293,124,577,85,21,44,218,79,158,83,145,44,6529,370,41,329,263,141
"235",-98.342877632279,27.4225161009029,221,291,139,613,114,21,50,229,88,177,95,132,44,5908,363,64,299,265,150
